id,age,gender,sign,tarot,favorite_color,favorite_animal
14296,58,female,scorpio,20,blue,goldfish
14297,58,male,leo,15,blue,goldfish
14298,42,female,aquarius,10,blue,horse
14299,38,female,taurus,8,purple,horse
14300,41,male,leo,5,green,horse
14301,41,female,gemini,6,yellow,horse
14302,26,male,virgo,13,yellow,hamster
14303,26,male,cancer,21,purple,tiger
14304,32,male,taurus,18,yellow,dog
14305,32,female,capricorn,5,purple,elephant
14306,46,female,aries,15,green,horse
14307,45,male,taurus,19,orange,cat
14308,52,female,capricorn,13,red,tiger
14309,53,female,aries,16,orange,elephant
14310,27,male,cancer,9,red,tiger
14311,28,female,aries,6,blue,horse
14312,18,female,virgo,1,orange,dog
14313,18,male,scorpio,3,yellow,elephant
14314,38,nb,cancer,3,yellow,elephant
14315,37,female,sagittarius,14,yellow,horse
14316,55,female,sagittarius,19,green,cat
14317,55,female,scorpio,2,yellow,horse
14318,34,male,pisces,19,orange,eagle
14319,36,nb,gemini,21,blue,dog
14320,39,male,taurus,0,purple,dog
14321,40,nb,scorpio,1,blue,tiger
14322,39,female,capricorn,5,purple,tiger
14323,39,male,taurus,3,orange,hamster
14324,42,female,gemini,0,orange,horse
14325,43,nb,gemini,13,orange,elephant
14326,58,nb,sagittarius,1,red,hamster
14327,60,female,scorpio,2,red,elephant
14328,37,nb,virgo,7,yellow,horse
14329,37,female,gemini,12,green,cat
14330,35,female,leo,15,red,elephant
14331,34,female,taurus,16,yellow,dog
14332,42,male,libra,3,orange,elephant
14333,40,female,pisces,12,green,goldfish
14334,23,male,gemini,3,blue,eagle
14335,24,female,libra,8,green,eagle
14336,49,male,libra,14,red,dog
14337,48,female,gemini,17,purple,cat
14338,30,female,pisces,16,orange,cat
14339,31,female,cancer,1,green,eagle
14340,24,female,aries,6,purple,elephant
14341,27,female,sagittarius,2,purple,tiger
14342,53,male,virgo,8,purple,eagle
14343,54,male,capricorn,8,red,dog
14344,55,male,aquarius,2,green,dog
14345,54,female,sagittarius,13,purple,hamster
14346,39,female,leo,13,orange,tiger
14347,43,female,cancer,17,orange,elephant
14348,27,male,cancer,12,red,goldfish
14349,26,male,cancer,19,orange,horse
14350,28,male,cancer,8,purple,dog
14351,26,female,virgo,4,yellow,goldfish
14352,51,male,pisces,8,blue,elephant
14353,48,female,scorpio,19,yellow,eagle
14354,24,female,sagittarius,18,red,elephant
14355,24,female,scorpio,7,orange,eagle
14356,41,female,taurus,21,purple,cat
14357,41,male,taurus,12,red,dog
14358,27,nb,leo,8,yellow,eagle
14359,26,female,virgo,20,red,elephant
14360,20,male,taurus,18,yellow,dog
14361,20,female,cancer,6,red,tiger
14362,27,male,cancer,7,orange,hamster
14363,26,female,taurus,2,blue,dog
14364,41,female,cancer,11,red,cat
14365,41,male,leo,9,blue,tiger
14366,38,female,scorpio,16,red,tiger
14367,40,male,pisces,0,purple,tiger
14368,28,female,taurus,17,red,dog
14369,26,male,cancer,21,yellow,elephant
14370,42,nb,aquarius,5,green,goldfish
14371,40,male,capricorn,12,orange,tiger
14372,52,male,scorpio,14,red,tiger
14373,53,male,taurus,4,blue,horse
14374,49,female,cancer,12,orange,hamster
14375,52,male,cancer,8,blue,eagle
14376,24,nb,virgo,5,red,cat
14377,24,nb,aquarius,0,green,goldfish
14378,56,female,capricorn,5,green,cat
14379,56,male,leo,8,red,eagle
14380,43,male,libra,15,yellow,hamster
14381,44,male,pisces,20,red,horse
14382,22,male,capricorn,15,purple,tiger
14383,20,female,pisces,0,purple,hamster
14384,40,male,aries,11,green,hamster
14385,41,male,aquarius,4,blue,dog
14386,50,male,taurus,13,green,eagle
14387,50,male,libra,4,purple,horse
14388,48,nb,taurus,9,blue,hamster
14389,44,male,aquarius,5,red,horse
14390,48,female,leo,4,purple,elephant
14391,48,female,sagittarius,6,green,goldfish
14392,29,female,aries,12,yellow,hamster
14393,26,male,taurus,13,green,tiger
14394,42,male,virgo,9,yellow,elephant
14395,44,female,pisces,13,orange,hamster
14396,38,female,libra,0,yellow,eagle
14397,38,female,aries,20,red,elephant
14398,37,male,pisces,2,orange,goldfish
14399,37,nb,leo,21,red,eagle
14400,28,male,scorpio,13,purple,dog
14401,27,male,aries,17,purple,tiger
14402,37,female,sagittarius,1,orange,horse
14403,36,female,cancer,13,green,hamster
14404,56,nb,aries,18,yellow,eagle
14405,56,female,aries,6,green,dog
14406,35,male,pisces,14,orange,dog
14407,34,female,taurus,11,yellow,cat
14408,28,male,pisces,4,purple,hamster
14409,28,female,taurus,21,blue,hamster
14410,37,male,capricorn,1,yellow,dog
14411,37,female,libra,20,purple,eagle
14412,27,female,sagittarius,6,purple,tiger
14413,25,female,aries,12,blue,dog
14414,35,female,scorpio,18,blue,cat
14415,36,female,taurus,18,blue,dog
14416,34,male,capricorn,2,purple,eagle
14417,34,male,sagittarius,3,orange,goldfish
14418,36,female,sagittarius,17,orange,goldfish
14419,34,female,aquarius,16,purple,goldfish
14420,42,male,virgo,13,orange,tiger
14421,40,male,cancer,20,blue,dog
14422,47,male,cancer,19,orange,eagle
14423,47,female,pisces,7,purple,horse
14424,21,female,gemini,6,red,dog
14425,22,female,leo,11,blue,eagle
14426,51,male,virgo,2,green,hamster
14427,52,female,capricorn,1,purple,elephant
14428,26,male,aquarius,21,blue,elephant
14429,26,male,libra,11,yellow,horse
14430,29,female,gemini,6,red,horse
14431,30,male,scorpio,2,purple,elephant
14432,19,male,pisces,10,blue,elephant
14433,18,male,libra,16,green,horse
14434,55,female,pisces,10,green,horse
14435,55,female,taurus,17,purple,eagle
14436,44,male,aries,2,red,hamster
14437,46,male,virgo,9,green,hamster
14438,38,male,taurus,8,orange,cat
14439,38,nb,capricorn,20,purple,eagle
14440,36,nb,libra,2,red,cat
14441,33,male,cancer,8,orange,dog
14442,21,male,pisces,19,purple,dog
14443,22,female,capricorn,8,blue,hamster
14444,39,male,gemini,1,yellow,goldfish
14445,39,female,capricorn,7,blue,goldfish
14446,30,male,cancer,7,purple,goldfish
14447,30,female,scorpio,3,orange,eagle
14448,21,male,pisces,13,green,dog
14449,19,female,leo,14,red,cat
14450,49,female,virgo,5,green,hamster
14451,49,male,capricorn,6,blue,tiger
14452,49,male,aquarius,17,yellow,cat
14453,49,male,gemini,13,purple,tiger
14454,46,female,aries,9,red,tiger
14455,46,female,capricorn,18,red,dog
14456,51,male,scorpio,11,green,hamster
14457,53,female,capricorn,11,orange,dog
14458,59,male,libra,21,blue,cat
14459,57,male,aquarius,0,purple,eagle
14460,44,male,aries,21,purple,eagle
14461,44,female,aries,7,purple,goldfish
14462,53,male,virgo,19,purple,eagle
14463,56,female,scorpio,5,red,elephant
14464,54,male,sagittarius,10,red,tiger
14465,57,male,taurus,7,orange,hamster
14466,39,female,leo,14,yellow,eagle
14467,42,female,leo,14,yellow,goldfish
14468,49,nb,gemini,7,purple,eagle
14469,49,male,gemini,18,blue,goldfish
14470,53,female,sagittarius,14,green,elephant
14471,53,male,sagittarius,1,blue,tiger
14472,46,female,gemini,20,yellow,tiger
14473,48,female,capricorn,19,blue,horse
14474,55,female,capricorn,3,red,dog
14475,53,female,aries,13,purple,elephant
14476,57,male,sagittarius,0,yellow,hamster
14477,57,female,leo,17,purple,eagle
14478,47,nb,capricorn,18,red,dog
14479,49,male,sagittarius,15,purple,tiger
14480,46,male,libra,8,red,hamster
14481,46,female,capricorn,10,orange,horse
14482,32,female,pisces,14,green,goldfish
14483,32,male,virgo,14,yellow,horse
14484,30,female,libra,9,blue,eagle
14485,30,nb,taurus,18,green,dog
14486,56,male,libra,4,yellow,eagle
14487,55,male,gemini,1,purple,eagle
14488,39,female,cancer,14,red,horse
14489,39,nb,virgo,8,purple,dog
14490,43,male,leo,7,red,tiger
14491,43,male,sagittarius,5,blue,hamster
14492,46,nb,aquarius,4,purple,tiger
14493,46,female,taurus,7,purple,eagle
14494,20,female,sagittarius,16,blue,horse
14495,23,male,cancer,18,orange,horse
14496,36,female,pisces,13,red,cat
14497,37,male,taurus,21,green,cat
14498,43,male,libra,7,orange,goldfish
14499,43,female,gemini,8,orange,dog
14500,24,female,virgo,17,orange,dog
14501,24,female,libra,13,blue,elephant
14502,24,female,aries,16,red,goldfish
14503,24,male,capricorn,21,orange,tiger
14504,47,male,taurus,21,orange,tiger
14505,48,male,gemini,14,orange,cat
14506,40,female,virgo,0,blue,hamster
14507,41,female,cancer,15,orange,tiger
14508,48,female,libra,16,green,hamster
14509,49,female,leo,7,red,hamster
14510,31,female,gemini,16,green,dog
14511,32,nb,aquarius,9,green,horse
14512,21,female,aquarius,6,green,cat
14513,21,male,libra,7,red,elephant
14514,45,female,aquarius,0,blue,elephant
14515,44,female,pisces,1,blue,horse
14516,40,male,pisces,18,green,eagle
14517,39,male,scorpio,20,blue,goldfish
14518,30,male,aquarius,17,red,elephant
14519,31,female,pisces,4,red,tiger
14520,37,nb,gemini,7,red,elephant
14521,37,male,leo,1,orange,tiger
14522,49,male,cancer,11,orange,eagle
14523,49,male,scorpio,8,orange,cat
14524,53,female,leo,9,blue,elephant
14525,50,female,pisces,9,yellow,eagle
14526,56,male,capricorn,6,orange,goldfish
14527,58,female,pisces,6,orange,goldfish
14528,42,female,aquarius,10,red,hamster
14529,42,male,taurus,19,green,horse
14530,25,female,taurus,1,blue,tiger
14531,25,nb,pisces,18,green,cat
14532,59,female,pisces,9,red,horse
14533,60,female,sagittarius,7,yellow,tiger
14534,47,male,cancer,19,red,hamster
14535,47,nb,leo,0,red,hamster
14536,23,female,cancer,14,orange,horse
14537,23,female,aries,4,purple,elephant
14538,31,female,virgo,19,purple,goldfish
14539,34,female,taurus,7,red,tiger
14540,18,male,scorpio,15,green,cat
14541,18,male,leo,2,green,hamster
14542,25,female,pisces,2,green,goldfish
14543,25,male,virgo,15,yellow,hamster
14544,38,female,virgo,12,green,hamster
14545,36,female,capricorn,16,green,cat
14546,19,male,leo,10,purple,hamster
14547,18,male,aries,19,yellow,tiger
14548,45,male,scorpio,3,yellow,goldfish
14549,44,nb,aries,10,green,hamster
14550,40,nb,gemini,10,blue,tiger
14551,40,male,leo,13,yellow,elephant
14552,28,female,pisces,19,yellow,tiger
14553,28,female,leo,1,green,elephant
14554,35,male,capricorn,21,orange,hamster
14555,35,female,gemini,11,blue,eagle
14556,38,male,aries,11,red,elephant
14557,40,male,scorpio,2,orange,hamster
14558,51,female,virgo,3,yellow,dog
14559,51,nb,taurus,8,orange,cat
14560,50,female,sagittarius,3,red,horse
14561,50,male,libra,1,orange,cat
14562,48,male,leo,1,blue,cat
14563,49,female,aquarius,6,blue,dog
14564,34,female,cancer,14,yellow,elephant
14565,34,nb,virgo,8,red,elephant
14566,52,nb,cancer,14,red,hamster
14567,51,male,aquarius,17,green,elephant
14568,23,male,aquarius,13,blue,goldfish
14569,25,male,gemini,1,orange,elephant
14570,36,female,aquarius,7,blue,cat
14571,38,nb,gemini,14,red,elephant
14572,34,female,aries,10,orange,tiger
14573,35,female,aquarius,2,green,goldfish
14574,44,female,pisces,20,green,tiger
14575,44,female,pisces,15,blue,eagle
14576,46,male,sagittarius,0,blue,eagle
14577,46,female,aries,20,green,horse
14578,53,male,sagittarius,0,purple,horse
14579,52,male,taurus,12,red,hamster
14580,29,male,sagittarius,21,yellow,goldfish
14581,28,female,taurus,10,orange,hamster
14582,24,male,pisces,2,yellow,cat
14583,22,female,cancer,14,purple,horse
14584,32,female,virgo,6,blue,elephant
14585,32,male,leo,9,yellow,hamster
14586,52,female,cancer,16,yellow,goldfish
14587,56,male,pisces,4,green,eagle
14588,35,male,libra,19,green,dog
14589,35,male,leo,1,orange,goldfish
14590,29,female,cancer,9,red,elephant
14591,27,female,gemini,10,orange,tiger
14592,22,male,leo,10,yellow,elephant
14593,23,female,cancer,13,orange,hamster
14594,44,female,scorpio,18,green,cat
14595,45,male,capricorn,17,orange,dog
14596,52,male,taurus,2,purple,elephant
14597,50,male,capricorn,7,green,dog
14598,47,male,scorpio,16,red,eagle
14599,45,female,libra,19,purple,hamster
14600,35,male,sagittarius,0,yellow,elephant
14601,35,male,taurus,1,yellow,hamster
14602,47,male,aries,9,orange,eagle
14603,47,female,leo,16,blue,elephant
14604,56,male,aries,2,purple,cat
14605,59,female,libra,0,blue,goldfish
14606,26,male,capricorn,12,red,tiger
14607,26,male,taurus,15,purple,horse
14608,53,male,libra,2,orange,cat
14609,53,male,cancer,5,blue,goldfish
14610,25,female,scorpio,11,orange,goldfish
14611,26,nb,scorpio,4,yellow,hamster
14612,51,female,leo,3,yellow,tiger
14613,48,female,aries,9,yellow,goldfish
14614,24,female,taurus,20,orange,horse
14615,25,male,cancer,11,red,goldfish
14616,32,female,cancer,15,green,eagle
14617,35,male,sagittarius,1,purple,goldfish
14618,41,male,scorpio,12,red,elephant
14619,40,female,capricorn,9,green,elephant
14620,37,female,gemini,2,yellow,eagle
14621,39,male,leo,7,blue,goldfish
14622,23,male,aries,5,orange,horse
14623,24,male,gemini,15,blue,cat
14624,23,male,cancer,20,green,elephant
14625,23,female,aquarius,12,yellow,horse
14626,58,male,libra,3,red,horse
14627,57,female,libra,10,yellow,tiger
14628,54,male,cancer,19,green,dog
14629,52,female,gemini,1,green,hamster
14630,41,female,leo,5,orange,tiger
14631,39,nb,taurus,13,green,elephant
14632,52,male,aries,15,green,eagle
14633,53,nb,leo,2,red,horse
14634,20,female,virgo,2,red,horse
14635,20,male,pisces,7,red,tiger
14636,18,male,libra,18,blue,tiger
14637,18,male,sagittarius,4,purple,tiger
14638,29,male,gemini,10,purple,dog
14639,29,female,aries,20,red,cat
14640,55,female,capricorn,12,yellow,cat
14641,56,male,virgo,15,yellow,elephant
14642,58,male,virgo,8,blue,dog
14643,58,nb,capricorn,10,blue,dog
14644,49,female,gemini,4,orange,cat
14645,52,female,scorpio,6,orange,elephant
14646,54,male,scorpio,13,yellow,dog
14647,52,male,capricorn,2,green,eagle
14648,54,male,gemini,1,blue,goldfish
14649,54,female,capricorn,1,blue,goldfish
14650,50,male,scorpio,16,purple,eagle
14651,50,female,cancer,21,orange,horse
14652,54,male,leo,9,blue,horse
14653,57,male,leo,14,green,horse
14654,56,male,taurus,14,purple,dog
14655,58,male,cancer,13,green,tiger
14656,24,female,virgo,19,yellow,dog
14657,24,male,capricorn,8,yellow,goldfish
14658,44,female,leo,12,green,horse
14659,43,nb,virgo,11,blue,cat
14660,31,nb,gemini,12,purple,dog
14661,31,female,cancer,4,green,eagle
14662,25,female,aries,12,orange,hamster
14663,27,male,aries,6,red,horse
14664,43,male,aquarius,8,yellow,hamster
14665,43,female,aquarius,7,blue,tiger
14666,33,female,libra,17,orange,hamster
14667,32,female,capricorn,6,red,goldfish
14668,32,male,taurus,2,purple,dog
14669,36,male,capricorn,14,orange,elephant
14670,33,nb,libra,10,purple,elephant
14671,33,male,capricorn,17,orange,dog
14672,24,male,scorpio,16,purple,hamster
14673,24,female,cancer,10,red,cat
14674,38,female,sagittarius,21,orange,cat
14675,39,female,leo,11,orange,eagle
14676,27,female,cancer,14,yellow,hamster
14677,29,female,capricorn,10,yellow,cat
14678,44,male,cancer,11,blue,goldfish
14679,44,male,pisces,13,purple,elephant
14680,44,female,libra,2,purple,elephant
14681,43,male,libra,15,blue,hamster
14682,28,female,sagittarius,12,blue,cat
14683,29,male,taurus,1,green,tiger
14684,56,female,leo,21,blue,hamster
14685,57,male,aries,16,green,goldfish
14686,25,female,pisces,12,blue,cat
14687,25,male,scorpio,7,orange,eagle
14688,30,female,scorpio,1,red,dog
14689,30,male,aquarius,19,orange,cat
14690,26,male,capricorn,13,green,horse
14691,26,male,sagittarius,6,red,elephant
14692,48,female,sagittarius,18,yellow,elephant
14693,48,female,sagittarius,16,red,elephant
14694,30,female,taurus,19,orange,hamster
14695,28,male,gemini,19,blue,hamster
14696,19,male,aries,3,blue,eagle
14697,23,nb,pisces,21,orange,elephant
14698,57,female,scorpio,3,red,dog
14699,59,male,pisces,9,green,elephant
14700,51,nb,libra,14,yellow,tiger
14701,51,male,leo,1,orange,horse
14702,27,male,pisces,14,purple,hamster
14703,29,male,pisces,4,red,dog
14704,20,male,virgo,14,orange,horse
14705,22,female,leo,5,purple,hamster
14706,29,male,aries,5,red,horse
14707,27,female,scorpio,9,red,goldfish
14708,18,female,pisces,17,green,eagle
14709,18,male,leo,1,blue,elephant
14710,54,female,scorpio,6,blue,hamster
14711,54,female,aquarius,21,red,elephant
14712,33,male,capricorn,7,blue,cat
14713,37,nb,capricorn,21,orange,elephant
14714,47,female,libra,20,purple,hamster
14715,47,nb,sagittarius,11,red,cat
14716,51,female,aquarius,17,red,cat
14717,51,female,sagittarius,10,green,tiger
14718,39,nb,gemini,12,yellow,tiger
14719,42,male,virgo,8,yellow,elephant
14720,46,female,cancer,7,orange,hamster
14721,46,male,aquarius,0,yellow,goldfish
14722,49,male,capricorn,10,green,dog
14723,48,male,leo,16,purple,elephant
14724,38,male,aquarius,8,blue,goldfish
14725,38,female,aquarius,16,blue,horse
14726,32,female,leo,20,blue,elephant
14727,34,female,pisces,12,orange,dog
14728,27,male,sagittarius,19,blue,hamster
14729,25,female,taurus,20,orange,hamster
14730,40,female,virgo,4,green,goldfish
14731,40,male,aries,3,yellow,dog
14732,37,nb,libra,6,purple,dog
14733,37,male,pisces,10,blue,dog
14734,20,male,virgo,3,green,cat
14735,20,male,libra,3,orange,tiger
14736,36,male,scorpio,7,orange,dog
14737,37,female,aries,3,purple,elephant
14738,37,female,gemini,13,green,goldfish
14739,33,female,capricorn,0,blue,eagle
14740,59,female,capricorn,10,purple,eagle
14741,60,female,libra,8,red,dog
14742,47,male,sagittarius,15,yellow,tiger
14743,45,male,leo,6,blue,elephant
14744,39,female,gemini,4,yellow,elephant
14745,41,male,taurus,10,orange,eagle
14746,54,male,capricorn,0,yellow,dog
14747,54,female,scorpio,3,blue,eagle
14748,49,female,capricorn,0,green,dog
14749,48,female,aquarius,5,green,cat
14750,39,nb,taurus,17,green,eagle
14751,40,female,aquarius,18,red,horse
14752,34,female,pisces,4,green,horse
14753,35,male,scorpio,13,yellow,dog
14754,41,male,leo,21,green,hamster
14755,39,male,libra,2,purple,elephant
14756,32,male,sagittarius,0,purple,tiger
14757,32,male,gemini,20,blue,cat
14758,31,female,scorpio,14,purple,hamster
14759,29,female,cancer,19,green,tiger
14760,51,male,libra,5,purple,horse
14761,51,female,sagittarius,1,red,tiger
14762,26,male,aquarius,5,purple,cat
14763,26,female,virgo,20,purple,hamster
14764,43,male,gemini,18,yellow,cat
14765,46,male,taurus,6,orange,eagle
14766,56,female,libra,1,yellow,eagle
14767,54,male,capricorn,11,yellow,eagle
14768,39,male,taurus,19,green,goldfish
14769,40,female,capricorn,8,purple,dog
14770,31,male,taurus,20,purple,cat
14771,31,male,scorpio,21,orange,horse
14772,55,male,capricorn,0,purple,elephant
14773,59,female,pisces,3,purple,tiger
14774,38,male,libra,19,yellow,eagle
14775,37,female,scorpio,12,orange,eagle
14776,43,male,leo,9,purple,elephant
14777,42,male,cancer,11,red,cat
14778,59,male,leo,15,purple,eagle
14779,59,female,capricorn,10,green,dog
14780,54,female,scorpio,15,purple,eagle
14781,53,nb,virgo,4,green,tiger
14782,28,nb,libra,4,green,horse
14783,27,male,scorpio,1,orange,hamster
14784,43,male,taurus,9,orange,cat
14785,47,male,capricorn,19,purple,hamster
14786,33,female,virgo,8,purple,cat
14787,36,female,cancer,9,yellow,hamster
14788,35,female,aquarius,3,green,tiger
14789,35,female,aries,13,blue,cat
14790,42,male,pisces,4,blue,horse
14791,38,male,taurus,16,blue,dog
14792,23,female,taurus,17,purple,hamster
14793,23,female,capricorn,0,yellow,horse
14794,18,male,sagittarius,3,yellow,cat
14795,18,nb,cancer,4,green,cat
14796,18,female,leo,16,blue,goldfish
14797,19,female,aries,7,blue,goldfish
14798,37,nb,virgo,9,purple,tiger
14799,37,nb,cancer,3,red,hamster
14800,51,female,virgo,11,blue,horse
14801,49,male,libra,14,red,dog
14802,23,female,cancer,21,orange,hamster
14803,20,female,scorpio,0,green,cat
14804,36,male,cancer,14,red,elephant
14805,33,female,leo,9,yellow,dog
14806,37,female,capricorn,6,red,dog
14807,38,female,virgo,9,orange,cat
14808,33,female,pisces,2,red,cat
14809,33,male,capricorn,18,blue,hamster
14810,32,nb,taurus,1,orange,tiger
14811,33,female,scorpio,9,orange,horse
14812,45,female,taurus,7,orange,dog
14813,44,male,pisces,17,green,hamster
14814,41,male,pisces,3,purple,goldfish
14815,42,female,scorpio,2,purple,elephant
14816,57,male,cancer,17,green,elephant
14817,56,male,scorpio,17,orange,elephant
14818,19,female,cancer,0,green,dog
14819,20,female,pisces,21,blue,cat
14820,54,male,sagittarius,3,purple,dog
14821,57,female,aries,2,yellow,cat
14822,22,male,leo,14,blue,goldfish
14823,22,male,aquarius,1,purple,cat
14824,46,female,scorpio,0,orange,hamster
14825,46,male,aquarius,2,blue,tiger
14826,58,female,libra,18,purple,dog
14827,59,female,gemini,15,orange,dog
14828,33,male,aquarius,12,purple,tiger
14829,34,male,aries,20,green,dog
14830,21,female,capricorn,10,green,cat
14831,21,male,aquarius,1,red,hamster
14832,33,female,aries,6,purple,eagle
14833,33,female,gemini,8,orange,cat
14834,35,female,taurus,15,purple,elephant
14835,35,male,pisces,21,yellow,elephant
14836,38,female,taurus,13,red,eagle
14837,37,female,aquarius,3,red,elephant
14838,45,female,libra,14,purple,goldfish
14839,44,female,taurus,12,red,eagle
14840,56,male,virgo,17,red,dog
14841,54,female,virgo,12,red,horse
14842,37,male,sagittarius,13,red,hamster
14843,39,female,gemini,10,orange,tiger
14844,27,female,libra,5,blue,hamster
14845,27,nb,capricorn,2,blue,tiger
14846,23,male,leo,16,orange,dog
14847,27,female,scorpio,10,orange,horse
14848,19,female,virgo,11,orange,dog
14849,20,female,pisces,2,blue,goldfish
14850,47,female,scorpio,1,blue,dog
14851,47,male,aries,17,orange,dog
14852,47,male,scorpio,5,yellow,dog
14853,46,male,libra,5,orange,tiger
14854,45,male,aries,3,yellow,cat
14855,44,female,libra,19,purple,cat
14856,58,female,capricorn,2,yellow,elephant
14857,58,female,gemini,7,blue,dog
14858,45,male,libra,5,blue,goldfish
14859,45,female,aries,7,orange,horse
14860,25,female,cancer,14,blue,horse
14861,25,female,taurus,3,purple,tiger
14862,42,male,gemini,11,orange,cat
14863,41,female,sagittarius,10,orange,tiger
14864,35,female,pisces,3,purple,tiger
14865,34,male,taurus,21,green,eagle
14866,47,male,taurus,8,purple,tiger
14867,46,female,aries,19,blue,horse
14868,40,male,capricorn,12,yellow,tiger
14869,39,female,aquarius,12,purple,horse
14870,54,male,cancer,16,yellow,hamster
14871,53,female,aries,18,red,tiger
14872,24,female,taurus,10,yellow,elephant
14873,25,female,virgo,19,blue,hamster
14874,46,female,libra,11,blue,tiger
14875,45,female,sagittarius,15,red,eagle
14876,19,female,capricorn,8,blue,dog
14877,18,male,cancer,3,yellow,goldfish
14878,59,female,cancer,13,yellow,cat
14879,58,male,pisces,1,green,horse
14880,47,male,gemini,10,blue,dog
14881,46,female,libra,12,blue,eagle
14882,54,female,libra,14,green,goldfish
14883,54,female,scorpio,12,orange,dog
14884,35,nb,gemini,16,blue,cat
14885,36,female,capricorn,8,purple,elephant
14886,40,female,taurus,12,red,cat
14887,41,male,virgo,15,green,elephant
14888,36,female,capricorn,9,blue,goldfish
14889,37,male,leo,16,orange,dog
14890,56,female,sagittarius,13,yellow,hamster
14891,57,male,libra,9,orange,horse
14892,37,male,sagittarius,9,yellow,dog
14893,38,male,leo,11,yellow,eagle
14894,23,female,gemini,7,yellow,hamster
14895,23,male,gemini,21,green,hamster
14896,50,male,pisces,19,orange,tiger
14897,48,male,taurus,21,red,hamster
14898,59,female,leo,16,blue,cat
14899,60,nb,pisces,1,orange,elephant
14900,22,nb,libra,3,green,dog
14901,22,female,cancer,5,green,eagle
14902,20,nb,scorpio,4,blue,eagle
14903,18,female,virgo,13,yellow,goldfish
14904,30,nb,sagittarius,9,purple,hamster
14905,30,male,capricorn,11,blue,horse
14906,55,male,capricorn,4,blue,cat
14907,54,nb,gemini,12,red,dog
14908,29,nb,leo,2,purple,goldfish
14909,26,female,taurus,0,purple,horse
14910,38,male,virgo,1,green,tiger
14911,35,female,taurus,7,blue,tiger
14912,35,female,cancer,12,red,hamster
14913,36,female,taurus,15,yellow,elephant
14914,31,female,leo,0,blue,goldfish
14915,34,male,aries,4,red,dog
14916,47,female,aries,0,yellow,cat
14917,49,male,cancer,0,blue,cat
14918,31,male,pisces,5,blue,horse
14919,29,male,scorpio,18,orange,horse
14920,35,male,scorpio,2,green,tiger
14921,34,female,libra,15,green,cat
14922,40,female,virgo,9,yellow,tiger
14923,38,nb,leo,9,yellow,horse
14924,24,male,aries,1,red,horse
14925,26,male,virgo,18,orange,horse
14926,39,male,cancer,8,green,goldfish
14927,39,male,taurus,12,blue,goldfish
14928,33,female,libra,4,orange,horse
14929,33,male,cancer,17,green,horse
14930,50,male,taurus,20,yellow,elephant
14931,50,male,gemini,21,blue,cat
14932,48,female,virgo,13,orange,goldfish
14933,48,male,taurus,18,red,dog
14934,50,female,gemini,11,green,goldfish
14935,47,nb,aquarius,0,yellow,eagle
14936,47,female,capricorn,19,blue,eagle
14937,47,male,cancer,5,purple,tiger
14938,45,male,virgo,4,blue,dog
14939,45,female,leo,3,red,dog
14940,35,nb,gemini,15,green,elephant
14941,32,nb,gemini,17,yellow,horse
14942,46,male,taurus,11,green,eagle
14943,46,female,cancer,16,red,tiger
14944,54,male,cancer,7,purple,tiger
14945,55,female,cancer,2,green,dog
14946,52,female,aries,16,red,horse
14947,53,male,sagittarius,16,red,dog
14948,21,nb,virgo,8,green,tiger
14949,21,female,leo,5,green,tiger
14950,39,male,aquarius,4,green,hamster
14951,40,female,scorpio,19,green,eagle
14952,52,male,libra,4,orange,hamster
14953,52,female,libra,12,purple,elephant
14954,46,male,virgo,6,yellow,goldfish
14955,47,male,aries,13,yellow,eagle
14956,42,female,aries,11,red,goldfish
14957,43,male,pisces,12,yellow,cat
14958,22,female,aquarius,5,yellow,dog
14959,23,female,capricorn,20,orange,hamster
14960,27,nb,gemini,15,orange,eagle
14961,27,male,gemini,20,orange,cat
14962,46,female,gemini,16,green,goldfish
14963,44,male,scorpio,14,green,hamster
14964,34,female,gemini,14,orange,goldfish
14965,33,male,sagittarius,20,orange,horse
14966,24,female,gemini,16,red,dog
14967,22,male,pisces,4,orange,tiger
14968,24,male,cancer,8,blue,elephant
14969,24,female,aquarius,17,yellow,elephant
14970,31,male,virgo,14,orange,elephant
14971,31,male,aquarius,16,purple,horse
14972,19,nb,aries,18,blue,hamster
14973,20,female,pisces,0,orange,tiger
14974,50,male,libra,11,green,hamster
14975,49,female,aries,3,purple,horse
14976,56,female,aquarius,16,purple,eagle
14977,55,male,aquarius,1,purple,eagle
14978,30,female,taurus,17,green,horse
14979,31,male,leo,5,yellow,tiger
14980,56,female,taurus,19,purple,tiger
14981,55,female,libra,4,red,hamster
14982,41,female,libra,6,blue,elephant
14983,43,male,taurus,14,purple,dog
14984,47,male,sagittarius,11,orange,goldfish
14985,44,nb,aquarius,12,purple,cat
14986,18,female,capricorn,5,green,dog
14987,18,male,leo,16,orange,eagle
14988,59,male,cancer,4,purple,cat
14989,56,female,aquarius,13,green,goldfish
14990,23,female,taurus,8,yellow,eagle
14991,21,male,aries,19,blue,goldfish
14992,22,female,scorpio,4,green,elephant
14993,22,female,aquarius,10,green,dog
14994,49,nb,sagittarius,5,yellow,tiger
14995,53,male,aries,1,yellow,dog
14996,57,female,gemini,5,blue,horse
14997,56,male,aries,13,blue,elephant
14998,47,female,taurus,6,yellow,dog
14999,47,nb,taurus,5,yellow,elephant
15000,23,male,capricorn,6,red,dog
15001,23,female,virgo,21,green,tiger
